Path,File type,File size,Category,Proposed action,Reason,Attribution required,Safe to delete,Final action
reports/deep_rul/figures/error_by_rul_band.png,.png,24434,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/error_by_sequence_length.png,.png,19708,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/finalist_cross_validation_comparison.png,.png,12388,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/mae_by_architecture.png,.png,22516,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/maintenance_action_distribution.png,.png,47652,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/nasa_score_by_architecture.png,.png,22740,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/parameter_count_vs_rmse.png,.png,20810,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/predicted_vs_true_locked_deep.png,.png,80566,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/residual_distribution.png,.png,20210,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/screening_rmse_comparison.png,.png,21443,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/training_runtime_by_architecture.png,.png,21073,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/abstention_metrics.json,.json,2981,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/benchmark_metrics.json,.json,2173,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/benchmark_predictions.csv,.csv,173053,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/extended_model_ranking.csv,.csv,685,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/extended_model_registry.json,.json,8151,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/finalist_cross_validation_metrics.csv,.csv,2755,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/final_fit_metadata.json,.json,5194,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/locked_extended_model.json,.json,670,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/locked_uncertainty_method.json,.json,1603,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/maintenance_policy_metrics.json,.json,2499,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/maintenance_recommendations.csv,.csv,224072,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/metrics_by_regime.csv,.csv,1339,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/metrics_by_rul_band.csv,.csv,1150,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/metrics_by_subset.csv,.csv,895,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/model_efficiency.csv,.csv,3751,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/model_stability.csv,.csv,685,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/phase5_benchmark_manifest.json,.json,5148,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/phase5_vs_phase5b.csv,.csv,2347,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/phase5_vs_phase5b_uncertainty.csv,.csv,1304,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/run_summary.json,.json,89669,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/screening_metrics.csv,.csv,67112,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/screening_split.json,.json,12849,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/seed_prediction_disagreement.csv,.csv,811444,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/seed_summary.csv,.csv,1113,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/sequence_audit.csv,.csv,31343,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/uncertainty_cv_metrics.csv,.csv,2109,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/uncertainty_metrics.json,.json,10886,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/uncertainty_predictions.csv,.csv,605174,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/engine_examples/FD001_0001_phase5b_example.png,.png,11874,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/engine_examples/FD001_0043_phase5b_example.png,.png,12276,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/engine_examples/FD002_0009_phase5b_example.png,.png,10223,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/engine_examples/FD002_0085_phase5b_example.png,.png,10900,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/engine_examples/FD002_0086_phase5b_example.png,.png,14271,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/engine_examples/FD002_0138_phase5b_example.png,.png,10740,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/engine_examples/FD004_0001_phase5b_example.png,.png,10421,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/engine_examples/FD004_0112_phase5b_example.png,.png,12493,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/engine_examples/FD004_0127_phase5b_example.png,.png,14057,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/engine_examples/FD004_0166_phase5b_example.png,.png,12648,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/abstention_tradeoff.png,.png,20479,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/best_epoch_by_candidate.png,.png,58874,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/coverage_vs_nominal_level.png,.png,41966,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/cpu_latency_vs_rmse.png,.png,24241,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/error_by_operating_regime.png,.png,16853,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/error_by_rul_band.png,.png,19808,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/error_by_sequence_length_group.png,.png,16954,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/finalist_cv_rmse_distributions.png,.png,34791,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/interval_width_by_subset.png,.png,16317,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/maintenance_action_distribution.png,.png,42116,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/mean_rmse_vs_variability.png,.png,21368,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/parameter_count_vs_rmse.png,.png,22825,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/phase5_vs_phase5b_interval_width.png,.png,23150,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/phase5_vs_phase5b_metrics_by_subset.png,.png,21975,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/predicted_vs_true_rul.png,.png,66304,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/representative_engine_trajectories.png,.png,47253,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/residual_distribution.png,.png,16378,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/seed_stability_comparison.png,.png,28578,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/stage_a_nasa_score.png,.png,59351,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/stage_a_validation_rmse.png,.png,57661,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/training_curve_lstm_phase5_schedule_a.png,.png,30635,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/training_curve_lstm_phase5_schedule_b.png,.png,30535,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/training_curve_patch_transformer_10x5_mean_b.png,.png,33420,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/training_curve_patch_transformer_5x5_attention_a.png,.png,40605,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/training_curve_tcn_extended_schedule_a.png,.png,39968,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/training_curve_tcn_extended_schedule_b.png,.png,33299,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/training_curve_temporal_transformer_learned_attention_b.png,.png,35211,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/training_curve_temporal_transformer_sinusoidal_mean_a.png,.png,37681,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul_extended/figures/transformer_vs_lstm_comparison.png,.png,15563,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/bootstrap_confidence_intervals.json,.json,4624,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/candidate_policy_registry.json,.json,7105,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/cross_validation_fold_metrics.csv,.csv,82856,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/cross_validation_policy_ranking.csv,.csv,32728,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/cross_validation_policy_summary.csv,.csv,32492,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/cross_validation_splits.json,.json,19954,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/domain_shift_features.csv,.csv,5664,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/domain_shift_summary.json,.json,4454,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/fd001_development_test_engine_summary.csv,.csv,15818,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/fd001_development_test_metrics.json,.json,1946,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/fd003_cycle_level_alerts.csv,.csv,2940980,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/fd003_external_engine_summary.csv,.csv,16037,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/fd003_external_metrics.json,.json,1898,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/final_fd001_fit_metadata.json,.json,5950,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/generalization_conclusion.json,.json,408,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/health_index_transfer.csv,.csv,20089,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/health_index_transfer_summary.json,.json,1140,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/locked_policy.json,.json,3176,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/run_summary.json,.json,32312,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/engine_timelines/fd001_engine_001_locked_timeline.png,.png,143167,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/engine_timelines/fd001_engine_003_locked_timeline.png,.png,174614,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/engine_timelines/fd001_engine_011_locked_timeline.png,.png,165511,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/engine_timelines/fd001_engine_034_locked_timeline.png,.png,181686,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/engine_timelines/fd003_engine_001_locked_timeline.png,.png,124208,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/engine_timelines/fd003_engine_002_locked_timeline.png,.png,175559,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/engine_timelines/fd003_engine_007_locked_timeline.png,.png,185043,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/engine_timelines/fd003_engine_026_locked_timeline.png,.png,164127,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/bootstrap_confidence_interval_comparison.png,.png,31724,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/cv_detection_rate_distribution_by_policy.png,.png,69389,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/cv_false_alarm_rate_distribution_by_policy.png,.png,72493,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/cv_robust_utility_ranking.png,.png,64778,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/detection_rate_vs_false_alarm_rate_errorbars.png,.png,33537,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/detector_score_distribution_shift.png,.png,23271,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/fd001_vs_fd003_metric_comparison.png,.png,26117,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/feature_domain_shift_overview.png,.png,35416,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/health_index_transfer_comparison.png,.png,22512,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/mean_utility_vs_variability.png,.png,53084,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/missed_engine_rate_vs_critical_recall.png,.png,28305,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/per_engine_health_correlation_comparison.png,.png,32687,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_alert_generalization/figures/trajectory_length_comparison.png,.png,20903,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/cycle_level_alerts.csv,.csv,6809700,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/engine_alert_summary.csv,.csv,7044,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/ensemble_operating_points.csv,.csv,24354,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/health_index_generalization.csv,.csv,22817,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/page_hinkley_operating_points.csv,.csv,1791,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/persistence_operating_points.csv,.csv,3922,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/run_summary.json,.json,15161,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/score_calibration.json,.json,1932,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/selected_operating_points.json,.json,2020,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/test_metrics.json,.json,1330,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/threshold_operating_points.csv,.csv,9501,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/validation_metrics.json,.json,1300,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/validation_operating_point_ranking.csv,.csv,35449,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/engine_timelines/test_engine_001_alert_timeline.png,.png,240436,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/engine_timelines/test_engine_003_alert_timeline.png,.png,321012,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/engine_timelines/test_engine_034_alert_timeline.png,.png,342665,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/engine_timelines/test_engine_093_alert_timeline.png,.png,355525,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/detection_vs_false_alarm_rate.png,.png,37182,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/ensemble_method_comparison.png,.png,46499,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/health_correlation_distribution.png,.png,33264,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/health_correlation_vs_length.png,.png,57305,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/health_trajectory_engine_031.png,.png,71257,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/health_trajectory_engine_039.png,.png,78715,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/hysteresis_transition_comparison.png,.png,33000,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/initial_vs_final_health_index.png,.png,46439,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/lead_time_vs_false_alarm_rate.png,.png,40752,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/operational_profile_comparison.png,.png,24854,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/page_hinkley_sensitivity_false_alarm.png,.png,34980,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/persistence_rule_comparison.png,.png,47129,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/threshold_healthy_fpr.png,.png,85888,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/threshold_precision_recall_tradeoff.png,.png,78479,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/validation_test_health_distribution.png,.png,30684,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_anomaly_calibration/figures/voting_rule_comparison.png,.png,23479,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_baseline/correlation_audit.csv,.csv,144,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_baseline/feature_audit.csv,.csv,3014,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_baseline/metrics.json,.json,1245,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_baseline/run_summary.json,.json,4703,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_baseline/test_predictions.csv,.csv,31677,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_baseline/figures/absolute_error_distribution.png,.png,35674,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_baseline/figures/model_comparison.png,.png,34083,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_baseline/figures/predicted_vs_actual_test_rul.png,.png,105122,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_baseline/figures/prediction_error_distribution.png,.png,36402,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_baseline/figures/residual_plot.png,.png,96934,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_baseline/figures/rul_target_trajectories.png,.png,92165,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_baseline/figures/selected_sensor_trajectories.png,.png,573302,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/correlation_audit.csv,.csv,144,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/cycle_level_scores.csv,.csv,6741279,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/engine_level_metrics.json,.json,4643,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/engine_onset_summary.csv,.csv,43374,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/feature_audit.csv,.csv,3014,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/feature_set.json,.json,1438,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/row_level_metrics.json,.json,4811,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/run_summary.json,.json,16230,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/engine_timelines/test_engine_001_timeline.png,.png,148340,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/engine_timelines/test_engine_002_timeline.png,.png,150733,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/engine_timelines/test_engine_003_timeline.png,.png,181873,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/engine_timelines/test_engine_004_timeline.png,.png,176401,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/figures/anomaly_score_distribution_by_region.png,.png,71935,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/figures/detection_delay_distribution.png,.png,30712,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/figures/detection_lead_time_distribution.png,.png,27636,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/figures/detector_comparison.png,.png,34137,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/figures/false_alarm_comparison.png,.png,46729,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/figures/health_index_distribution_by_region.png,.png,36826,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/figures/health_index_vs_true_rul.png,.png,249462,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/figures/mean_health_index_normalized_life.png,.png,50562,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/figures/pca_explained_variance.png,.png,38014,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/figures/validation_precision_recall_curves.png,.png,57005,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/fd001_health_anomaly/figures/validation_roc_curves.png,.png,69166,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/final_release/aligned_benchmark_predictions.csv,.csv,65840,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/documentation_consistency.json,.json,491,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/efficiency_comparison.csv,.csv,7188,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/fixed_policy_safety_comparison.csv,.csv,1840,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/headline_model_comparison.csv,.csv,1160,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/kan_candidate_comparison.csv,.csv,5286,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/model_name_mapping.csv,.csv,6431,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/model_registry.csv,.csv,29906,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/model_registry.json,.json,66729,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/native_system_comparison.csv,.csv,2174,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/paired_bootstrap_comparison.csv,.csv,9535,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/physics_ablation_comparison.csv,.csv,7518,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/point_prediction_comparison.csv,.csv,2376,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/release_summary.json,.json,50435,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/subset_metrics_comparison.csv,.csv,7598,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/uncertainty_comparison.csv,.csv,1657,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/validation_candidate_comparison.csv,.csv,14900,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/figures/complete_model_family_comparison.png,.png,105545,Keep,Keep,Curated final-release evidence.,No,No,Kept
reports/final_release/figures/critical_misses_by_final_system.png,.png,108090,Keep,Keep,Curated final-release evidence.,No,No,Kept
